environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77935,intercepted,1,0,0,0,186,15,7.5,171,186.0,93.0,7.7673797607421875,0,1.0895425604526388,1.0138229131698608,1.1827833080237455,172,0,0,170,1,186,171,rmpc,rmpc,RMPC,
77936,intercepted,1,0,0,0,388,16,8.0,372,388.0,194.0,2.383316993713379,0,1.1125216898346075,0.8211031556129456,1.2023825661419656,373,0,0,371,1,388,372,rmpc,rmpc,RMPC,
77937,intercepted,1,0,0,0,25,11,5.5,14,25.0,12.5,12.03177261352539,0,1.2033468147118886,0.9457883238792419,1.3119009826126014,15,0,0,13,1,25,14,rmpc,rmpc,RMPC,
77938,intercepted,1,0,0,0,832,11,5.5,821,832.0,416.0,2.2870638370513916,0,1.1084079795002648,0.8946826457977295,1.2024455941410535,822,0,0,819,2,832,821,rmpc,rmpc,RMPC,
77939,intercepted,1,0,0,0,276,10,5.0,266,276.0,138.0,8.565245628356934,0,1.0997897872652453,0.7755659222602844,1.2017635533693374,267,0,0,265,1,276,266,rmpc,rmpc,RMPC,
77940,intercepted,1,0,0,0,11,9,4.5,2,11.0,5.5,3.8882980346679688,0,1.115430434544881,0.8733607530593872,1.157315414521336,3,0,0,1,1,11,2,rmpc,rmpc,RMPC,
77941,intercepted,1,0,0,0,60,17,8.5,43,60.0,30.0,7.519014358520508,0,1.0430293577638539,1.7380173206329346,1.129463305087676,44,0,0,42,1,60,43,rmpc,rmpc,RMPC,
77942,intercepted,1,0,0,0,384,17,8.5,367,384.0,192.0,7.8969550132751465,0,1.1202333700519218,0.6455926299095154,1.2037168531464786,368,0,0,366,1,384,367,rmpc,rmpc,RMPC,
77943,intercepted,1,0,0,0,183,9,4.5,174,183.0,91.5,10.45904541015625,0,1.1174785004769052,2.317903757095337,1.2052664110452904,175,0,0,173,1,183,174,rmpc,rmpc,RMPC,
77944,intercepted,1,0,0,0,182,133,66.5,49,182.0,91.0,7.809508800506592,0,1.122172723710537,1.4977552890777588,1.210422020037245,50,0,0,48,1,182,49,rmpc,rmpc,RMPC,
