environment_seed,outcome,success,soldier_caught,unsafe_intercept,timeout,total_steps,detection_step,detection_time_seconds,post_detection_steps,intercept_step,intercept_time_seconds,min_enemy_soldier_dist,physical_limit_violations,mean_tracking_error,final_tracking_error,tracking_rmse,n_tracking_samples,optimizer_fallback_count,measurement_fallback_count,lead_init_count,pursuit_init_count,n_policy_calls,n_post_detection_decisions,instance_id,instance_name,family,training_seed
77877,intercepted,1,0,0,0,53,28,14.0,25,53.0,26.5,2.041978359222412,0,1.28101173387124,1.0106921195983887,1.3819347632679548,26,0,0,24,1,53,25,rmpc,rmpc,RMPC,
77878,soldier_caught,0,1,0,0,106,23,11.5,83,,,1.1222171783447266,0,1.1161246970295906,0.6170471906661987,1.2200661979635543,84,0,0,82,1,106,83,rmpc,rmpc,RMPC,
77879,soldier_caught,0,1,0,0,34,15,7.5,19,,,1.5633432865142822,0,1.0771041616797448,1.3417136669158936,1.1583748195541923,20,0,0,18,1,34,19,rmpc,rmpc,RMPC,
77880,intercepted,1,0,0,0,16,14,7.0,2,16.0,8.0,6.0252766609191895,0,1.4294374187787373,1.0969336032867432,1.5413836925467796,3,0,0,1,1,16,2,rmpc,rmpc,RMPC,
77881,soldier_caught,0,1,0,0,128,13,6.5,115,,,0.9768146872520447,0,1.0919012925748168,0.6857776045799255,1.1786888613333948,116,0,0,114,1,128,115,rmpc,rmpc,RMPC,
77882,intercepted,1,0,0,0,14,12,6.0,2,14.0,7.0,6.682933330535889,0,0.7371953924496969,0.46319615840911865,0.8244362105061966,3,0,0,1,1,14,2,rmpc,rmpc,RMPC,
77883,intercepted,1,0,0,0,53,12,6.0,41,53.0,26.5,3.228740930557251,0,1.1045848450490408,1.5383923053741455,1.2296107042431952,42,0,0,40,1,53,41,rmpc,rmpc,RMPC,
77884,intercepted,1,0,0,0,168,21,10.5,147,168.0,84.0,3.0458011627197266,0,1.1873604861667026,0.8080751299858093,1.2681330225192564,148,0,0,146,1,168,147,rmpc,rmpc,RMPC,
77885,soldier_caught,0,1,0,0,173,23,11.5,150,,,1.368438720703125,0,1.1319027106888246,0.642957866191864,1.2169144891355852,151,0,0,149,1,173,150,rmpc,rmpc,RMPC,
77886,intercepted,1,0,0,0,68,13,6.5,55,68.0,34.0,5.414484024047852,0,1.0322850780295474,0.6736257672309875,1.1478066436285936,56,0,0,54,1,68,55,rmpc,rmpc,RMPC,
77887,intercepted,1,0,0,0,81,14,7.0,67,81.0,40.5,2.0317494869232178,0,1.2505414994323956,0.9367189407348633,1.352825654041261,68,0,0,66,1,81,67,rmpc,rmpc,RMPC,
77888,intercepted,1,0,0,0,105,19,9.5,86,105.0,52.5,4.865989685058594,0,1.041717960574161,1.289842963218689,1.1408146864855586,87,0,0,85,1,105,86,rmpc,rmpc,RMPC,
77889,intercepted,1,0,0,0,43,13,6.5,30,43.0,21.5,5.804632186889648,0,1.1073855180894174,1.6364771127700806,1.2213135119705087,31,0,0,29,1,43,30,rmpc,rmpc,RMPC,
77890,intercepted,1,0,0,0,181,13,6.5,168,181.0,90.5,2.3309874534606934,0,1.1093839090427704,1.3667665719985962,1.198680862005539,169,0,0,167,1,181,168,rmpc,rmpc,RMPC,
77891,intercepted,1,0,0,0,556,15,7.5,541,556.0,278.0,2.0381321907043457,0,1.1262089323761058,1.3617503643035889,1.2205510849999945,542,0,0,540,1,556,541,rmpc,rmpc,RMPC,
77892,soldier_caught,0,1,0,0,233,21,10.5,212,,,1.045356273651123,0,1.1265337127195278,1.2579188346862793,1.2175956796414766,213,0,0,211,1,233,212,rmpc,rmpc,RMPC,
77893,intercepted,1,0,0,0,52,22,11.0,30,52.0,26.0,5.003604888916016,0,1.1256064561105543,1.189224362373352,1.2526265148465687,31,0,0,29,1,52,30,rmpc,rmpc,RMPC,
77894,soldier_caught,0,1,0,0,55,18,9.0,37,,,1.7263578176498413,0,1.1626462544265546,0.6754968762397766,1.264425651495404,38,0,0,36,1,55,37,rmpc,rmpc,RMPC,
77895,soldier_caught,0,1,0,0,67,14,7.0,53,,,1.7858173847198486,0,1.1623805237037164,1.3510833978652954,1.2686576429865921,54,0,0,52,1,67,53,rmpc,rmpc,RMPC,
77896,intercepted,1,0,0,0,18,15,7.5,3,18.0,9.0,10.600855827331543,0,1.070816233754158,0.8447740077972412,1.0906682075028509,4,0,0,2,1,18,3,rmpc,rmpc,RMPC,
